,Unnamed: 0,sentence,label
383,383,خاک عالم که بخاطره پول زیر هرکسی میری سحرقریشیمنفورترین بازیگر ایران,"""تنفر"""
384,384,سحر خودش خراب کرد با این کار فق پوله همچیا,"""تنفر"""
385,385,بعد دنیا و مهراد سحر و امیر طبیعیه اینم حامله میشع برمیگرده,"""غیرتنفر"""
386,386,با تتل تیک زدی خانوم,"""غیرتنفر"""
387,387,آقا واقعا شوهر من پیدا نشد,"""غیرتنفر"""
388,388,آخه این همه آدم چرا تتل حالا,"""تنفر"""
389,389,عروسیت مبارک با امیر تتلو,"""غیرتنفر"""
390,390,چرا عکس تتلو رو نمیزازی,"""غیرتنفر"""
391,391,مهدی طارمی سلام رسوند گفت حداقل ده دلاری میزاشتی ته جیبم بمونه گفت حرومت دلارام,"""غیرتنفر"""
392,392,آدم باید تو زندگیش یه مهر ماهی داشته باشه,"""غیرتنفر"""
393,393,زندگی بدونه سمیرا خر است,"""غیرتنفر"""
394,394,چطوری اتوسا چخبر از جمشید سلام برسون,"""غیرتنفر"""
395,395,خوشگلترین دختر اینستا حوصلش سر رفته,"""غیرتنفر"""
396,396,تتلو عادت داش بره سمت خرابا,"""تنفر"""
397,397,اگه  میلیونت فیک نبودن با حاشیه تتلو آخرین پستت کم کم  میلیون بازدید یا لایک میخوردکلا خودت و پیجتو همه چیت فیکین,"""تنفر"""
398,398,همه کردنش طارمی و تتلو هم روش,"""تنفر"""
399,399,ریدن برات با همه ارتباط برقرار میکنی,"""تنفر"""
400,400,دنباله فالوور و چیز کلک بازیا ذات ادما تو قیافشونه تمام اصناف و پوشش دادی خسته نشدی ذاتت و انرژیه درونت تو قیافته,"""تنفر"""
401,401,پول جمشید قاسم پور خوردن نداره,"""تنفر"""
402,402,وردار پولای جمشید قاسم پور رو برگردون ناراحت شدم ازت خداییش نامردیه,"""تنفر"""
403,403,سحر جونروی سنگ گبرت مینویسماگه تتلو نبودشاید الان اینجا گبری نبود,"""غیرتنفر"""
404,404,تو ام عین رونالدو بیشتر فالوورات فیکه  میلیون فالوور داری بعد  هفته نزدیک  هزار تا لایک خورده,"""تنفر"""
405,405,چقد بده پنجشنبه تو خونه باشی,"""غیرتنفر"""
406,406,بخواطر تو نیسان ابی رو دیگه نساختن,"""غیرتنفر"""
407,407,حداقل پست رهبر رو حذف کن,"""غیرتنفر"""
408,408,اقا واقعا تو با تتلو هستی,"""غیرتنفر"""
409,409,لاشی چرا به یکتا ناصر خیانت کردی,"""تنفر"""
410,410,کاش معشوقه ز عاشق طلب جان میکرد تا که هر بی سرو پایی نشود یارکسی,"""غیرتنفر"""
411,411,در حد سلطان تتل نیستی,"""تنفر"""
412,412,ببین تو چقدر بلدی خدایی هم کشف حجاب نکردی هم عکس واقعی نزاشتیکه عشق وحالت که تموم شد برگردی ایران خیلی راحت هم بگی من کاری نکردم همه اونا هم فتوشاپ بوده ببین یعنی آخر حروم زاده‌های عالمی ایول داری,"""تنفر"""
413,413,مگه تو پست قبلی ماشین نزد زیرت مردی,"""تنفر"""
414,414,همین مونده بود بشی دسمالی تتلو هولبدبخت,"""تنفر"""
415,415,زنگ بزن به مهدی طارمی,"""غیرتنفر"""
416,416,فعلا کرکره کامنتو میبندم باز میام,"""غیرتنفر"""
417,417,ایا شما با تتلو رابطه دلرید,"""غیرتنفر"""
418,418,میلیونی شدن مبارک ملکه پادشاه امیر,"""غیرتنفر"""
419,419,تمام این بازیها و بازیچه شدن‌ها سر پول و قمار و سایت و یوتیوب هست گول این وحشی صفتان رو نخورید,"""تنفر"""
420,420,خداشوک شدیم ازاین سلبریتی هابس دیگه مصخره,"""غیرتنفر"""
421,421,بالاخره تو ترکیه با کی هستی,"""غیرتنفر"""
422,422,تو هم به کثیف خونه‌ی تتلو و رفقاش پیوستی شخصیتت بیش از اینم نیست,"""تنفر"""
423,423,توایران تنگن حروم زادهابیرون خوب میدن,"""تنفر"""
424,424,سلام سحر برات خبر دارم بیا دارکت,"""غیرتنفر"""
425,425,اصلا خوب کردی رفتی مگه تتلو چشه,"""غیرتنفر"""
426,426,بیشرف دوست فوت کرده یه استوری نزاشتی خاک برسرت کنم خجالت خوب چیزی,"""تنفر"""
427,427,خانم قریشی پایدار باشین و به حواشی توجه نکنید,"""غیرتنفر"""
428,428,چخبر از تتلولاک خوب میزدی براش,"""غیرتنفر"""
429,429,کلا به هرکی میرسی تیغش میزنی,"""تنفر"""
430,430,بابا شوهرمو بیارید بزارید سرجاش چند بار بگم,"""غیرتنفر"""
431,431,دلم میخواد برم بیرون حوصلم سر رفته,"""غیرتنفر"""
432,432,باورم نمیشه این همه فالور داری اخه این همه هنرمند دارم که در برابر تو هیچی فالور ندارن ولیتو هنر تو انگشت کوچیکشونم نمیشی چرا مردم فقط چیزای بد وبدرد نخور و دوس دارن,"""تنفر"""
433,433,خیلی خیلی شیرین وخوشگلی سحری,"""غیرتنفر"""
434,434,تو کی سایت قمارتو راه میندازی,"""تنفر"""
435,435,تو کی سایت قمارتو راه میندازی,"""تنفر"""
436,436,فرهنگ مردم ایران باید همینقدر پایین جلوه کنه همش که فقط دنبال قضاوت و تمسخر باشن واقعا حتی ارزش اینو ندارن ک کامنتارو ب روشون بست یسری اکانت فیک ک زندگی خودشون سراسر پوچیه میان اینجاها چرتوپرت مینویسن,"""غیرتنفر"""
437,437,قط یک مارمولک میتونه اینطوری به یه جا خیره شه حیف سلطان تتل,"""تنفر"""
438,438,نمیتونم باور کنم با تتلی,"""غیرتنفر"""
439,439,دنیا سگ تو شرف داره به این عوضیا,"""تنفر"""
440,440,تتلو هم مخواهد عین مرداد جم که دنیا حامله کرد مخواهد سحر قریشی حامله کنه ولش کنه,"""تنفر"""
441,441,خانم قریشی فیلم سکس تتلو و دنیا جهانبخت رو دیدی همه ایران دیدند شما خودتو زدی به اون راه تتلو عددی نیست یه شیطانه که آهنگ شیطان پخش میکنه هیچ جایی نداره بین مردم,"""تنفر"""
442,442,انقد اینو نچسبونید به سلطان کار میده دست سلطان,"""غیرتنفر"""
443,443,سحر قریشی آینده‌ی دنیا جهانبخت در انتظارته البته گرچه خودت هم مشکل داری اما خوب امیدوارم از انتخابت پشیمون نشی,"""غیرتنفر"""
444,444,پول اضافی هرزگی میاره همه جوره واسه آدم بی ظرفیتو وکم ظرفیت,"""تنفر"""
445,445,ازدواج با میمون مبارک میخواستی سایت بزنی خب اینطوری چرا,"""تنفر"""
446,446,انقدر قضاوت کنید تا خودکشی کنه نکنید,"""غیرتنفر"""
447,447,سحر قریشی مثل پراید مدل هشتاد و پنج میمونههز چند وقت یکبار معامله میشهتنها کسی ک سوارش ر نشدهخواجه حافظ شیرازی بوده,"""تنفر"""
448,448,فقط تو سالم بودی توی ایران اونم تتلو درتو باز کرد,"""تنفر"""
449,449,زیبای بی نظیر تو هر جا باشی بی نهایت دوست دارم از اینکه داری ازدواج می‌کنی با تمام وجود بهت تبریک می‌گم بهترین هارو از صمیم قلب براتون می‌خوام خوشبخت باشینو کلی با هم بخندین که لیاقت هر دوتونه که خیلی زجر کشیدین,"""غیرتنفر"""
450,450,قبلی هم ریحانه پارسا بود که گاییدش تتلو,"""تنفر"""
451,451,عزیزم اخه حیف تو نبود,"""تنفر"""
452,452,میگمیه سوال شما با دنیا جهانبخت همکار هستین هر روز یکی تعویض مکنید امارت رفته بالا,"""تنفر"""
453,453,دیگه این دست دنیا جهانو از پشت بسته,"""تنفر"""
454,454,مبارکا باشه چه زوجی چقدر به هم میان,"""غیرتنفر"""
455,455,آتیش زدی به نیسان آبی و رفتی,"""تنفر"""
456,456,یک اینکه پولایه جمشید رو ببر بهش بده دوم اینکه سمت تتلو نرو آدم درستی نیست,"""تنفر"""
457,457,هرکی میگه سحر عاشق تتلو عه دلش میخواد بره پیشش لایک کنه,"""غیرتنفر"""
458,458,اون دختره ک با تتلوعه دستاش همش تتوعه ولی دستا سحرو ببینید,"""غیرتنفر"""
459,459,کوسو دادی تتل یا ن,"""تنفر"""
460,460,خب الآن ما چکار کنیم,"""تنفر"""
461,461,از ده میلیون فالور سیصد و چهل تا لایک خب معلومه که فیک هستی گلم,"""غیرتنفر"""
462,462,میدونم با امیر نیستیشما بیا به این شایعات پایان بده یا آره با امیرتتلو تو رابطه هستید یا نه یه جایی یه مصاحبه‌ای خلاصه تکلیف رو روشن کنید,"""غیرتنفر"""
463,463,سحر توی نیسان آبی چه نقشی رو داره,"""غیرتنفر"""
464,464,الان ینی چی عین منگلا زل زدی به دوربین,"""تنفر"""
465,465,تموم شدخیلی تاثیر گذار بود,"""غیرتنفر"""
466,466,نکشیمون جومونگ هو شه تتلو خوبه سلام برسون,"""غیرتنفر"""
467,467,همبازیت تو دلنوازان فوت کرده یه پیام تسلیت بزاری بد نیستا,"""تنفر"""
468,468,بابا بس کنید سحر چندشش میشه ب تتلو سلامم بده بس کنید اینا همش حاشیس خاک تو سرتون تو چطور میره با این پسر پلشت پر حاشیه,"""تنفر"""
469,469,ی سوال اینقدر که طرفدارات تو کفتن تو توکفشون هستی,"""غیرتنفر"""
470,470,راسته که سحرو تتلو ازدواج کردن,"""غیرتنفر"""
471,471,الان تتل رقیب عشقی جمشید قاسم پوره,"""غیرتنفر"""
472,472,سحر جوون هر جور که راحتی عشق کن بیخیال بقیه هوای امیر خان و داشته باش,"""غیرتنفر"""
473,473,کی پیج تتل رو داره,"""غیرتنفر"""
474,474, پشمام چفیه آقا رو تو کلکسیون داری تو دست هر چی سوبر و ملا هست از پشت بستی ستون نمونه بارز مغزای جهان سومی,"""تنفر"""
475,475,طارمی و اتل و متل و تتل,"""غیرتنفر"""
476,476,اگه واقعا با تتلو نیستی چرا میزای پشت سرت حرف حدیث باشه یه چیزی بزار که با تتلو نیستی,"""غیرتنفر"""
477,477,لامصب قلب نیست که قابلمس همه توش جامیشن کلا بازیگرا قاطی کردن یکی فرارمیکنه یکی خودکشی فکرکنم تاثیر ویروس وواکسنی که زدن اینارو اینجوری کرده واقعا جای تاسف داره,"""تنفر"""
478,478,مثل دستمال کاغدی مچاله میشی تو دست تتلوها بعدشم میگن سیکتیر یه زمانی فکر میکردم بازیگر بزرگی هستی وقتی با آدمی مثل تتلو تیک زدی متوجه شدم بی ارزشی,"""تنفر"""
479,479,هم سحرتیغ زن هم تتلو آخرش بنظرتون کی سرکی کلاه میزاره,"""تنفر"""
480,480,عزیز دلم فقط خدا می‌دونه که چقدر سختی تحمل کردی چقدر بهت حرفای بی ربط زدن اما تو قوی موندی و به روی ماهت نیاوردی عزیزم برات آرزوی بهترین هارو دارم و دلم می‌خواد شاد و خندون ببینمت لطفا قوی بمون و لبخندهای زیباتو بهمون هدیه بده,"""غیرتنفر"""
481,481,سحر جان پیشونی امیر ببوس از طرف یک آدم تک پاره,"""غیرتنفر"""
482,482,مگه سحر قریشی کیه حالااز نظر من فقط یک تنوع طلبه که هیچ بویی از اصالت نبرده,"""تنفر"""
483,483,پس کی فیلم ساک زدنت واسه تتلوروبه معرض نمایش میزاری لعنتی,"""تنفر"""
484,484,کاشکی زهره فکور هم مثل این بی غیرت بود,"""تنفر"""
485,485,اومدم کامنت‌ها رو بخونم,"""غیرتنفر"""
486,486,مگه از سمیرا خوشگل ترم هست,"""غیرتنفر"""
487,487,خاک بر سرت دنیا جهانبخت تجربه نشد برا شماها,"""تنفر"""
488,488,تتلو بعد کات کردن آمار نقطه به نقطه بدنتو با گوگل مپ میزاره,"""تنفر"""
489,489,پدر جمشید قاسم پور درآوردی الان انداختی دور تتلو هول,"""تنفر"""
490,490,عشق فقط و فقط و فقط مهدی طارمی,"""غیرتنفر"""
491,491,نفهمیدیم کی سحر رو باردار کرده,"""غیرتنفر"""
492,492,میگن با تتلو رو هم انداختین راسع,"""غیرتنفر"""
493,493,تویی که این کامنتو میخونی انشالله مادرت صد سال عمر کنه,"""غیرتنفر"""
494,494,ناموسن پولای جمشید قاسمپورو برگردون بدبخت زندگیش پاچید,"""تنفر"""
495,495,اون هزار تا که احمق‌های هستن این لایک کردن و فالو,"""تنفر"""
496,496,استغفرالله از ی طرف جیگری از ی طرف بی ادب,"""غیرتنفر"""
497,497,مبارک تتلو همینه دیگه پول همه کار میکنه,"""تنفر"""
498,498,پولای جمشید قاسم پور رو بردی برا تتلو خرج کنی,"""تنفر"""
499,499,آه از جندگان بی برگشت,"""تنفر"""
500,500,یه کجا‌ها داریم کشیده میشیم,"""تنفر"""
501,501,خب یعنی چی من نفهمیدم چکاریه بازیگران هم این خز بازی هم یاد گرفتن,"""غیرتنفر"""
502,502,اقا منتظر بچه بعدی باشیم,"""غیرتنفر"""
503,503,موندم این چه کار کرده  میلیون فالور داره,"""تنفر"""
504,504,حالا خوبه رفتی ترکیه اگه رفته بودی امریکا فیلم بازی کنی هوس سیاه پوسته میکردی,"""تنفر"""
505,505,آخر جمشید بدبخت کردی تیغ زن,"""تنفر"""
506,506,عروسی کی دعوت میکنی آماده بشیم سحر تتل,"""غیرتنفر"""
507,507,فقط میتونم بهت بگم اگر رفتی پیش تتلو خیلی احمقی خوبه ازش دلت بهم نمیخوره با اون تتو‌های شیطانیش اگر نرفتی و اینا همه بخاطر فالوره بازم خیلی نفهمی که با آبروی خودت برای فالور بازی میکنی کلا آدم نفهمی هستی,"""تنفر"""
508,508,پشمام تا قبل تتلو میل فالور داشت الان میل,"""غیرتنفر"""
509,509,شب بخیر کرکره کامنتو میبندم,"""غیرتنفر"""
510,510,بدترین بازیگری که اصلا ازش خوشم نمیاد,"""تنفر"""
511,511,پیج تتلو رو یکی بده,"""غیرتنفر"""
512,512,ی وقت منقلب نشی زیرتتلو,"""تنفر"""
513,513,خب وایسدید تا کنسرت تتلو قراره خودش از حاج خانوم رو نمایی کنه اگ هم نکرد ینی خبری نیس ولی هست,"""غیرتنفر"""
514,514,شما بازیگری هستی که تو دل همه جا باز کردی سرکار خانم قرشی بهترینها براتون ارزو دارم,"""غیرتنفر"""
515,515,پیج امیر تتلو رو کسی داره,"""غیرتنفر"""
516,516,مبارکه از رو این میپری رو کر اون تنوع طلبی و این خوبه,"""غیرتنفر"""
517,517,خانم قریشی تو کلاست از تتلو خیلی بالاتره خودتو حیف نکن,"""تنفر"""
518,518,ایندفعه به کاهدون زدی سحر خانم تتل جز جفت چیزش چیزی بت نمیده این مثل طارمی پشگل نی ک خودش دهن چیزه,"""تنفر"""
519,519,سری همین الان برو پولای جمشیدو پس بده که میخواد افعی  رو بسازه,"""غیرتنفر"""
520,520,همش برای افزایش بازدید یوتیوب,"""غیرتنفر"""
521,521,جمشید قاسم پور بفهمه با تتل تیک زدی با نیسان ابی میاد روت,"""تنفر"""
522,522,تو فیلم نیسان آبی بردنش ترکیه بیجنبه اونجا کصوداد به تتلو خوشش اومد دوباره برگشت,"""تنفر"""
523,523,مواظب باش از میمون رنگی ایدز نگیری,"""تنفر"""
524,524,حاج خانوم از این بیشتر دیگه بمونی پاره میشی‌ها یعنی پارت میکنه اونقدر میکنه تو رو پاشو بیا که بعد کات عین دنیا میگه کجاهات ایراد داشت,"""تنفر"""
525,525,میزاشتی نیسان ابی تموم شه بعد میرفتی خو نصف سریال به خاطر تو سانسور کردن تهشم چرت تموم شد,"""تنفر"""
526,526,پول‌های جمشیدو دادی تتل,"""تنفر"""
527,527,امیر تتلو چه بکنه با سحر,"""تنفر"""
528,528,پیوندت باتنهایک شب تتلو مبارک,"""غیرتنفر"""
529,529,مبارکه مبارک به پای هم پیر شین,"""غیرتنفر"""
530,530,فردا میاد میگه شایعه بود,"""غیرتنفر"""
531,531,وقتی دین و ایمان از جامعه بره امثال شما بایدم کپکشون خروس بخونه,"""غیرتنفر"""
532,532,این تتل دیگه طارمی نیست هاتتل چنان میزنه که نفت دربیاد,"""تنفر"""
533,533,زدی سریال به این قشنگی رو نابود کردی,"""تنفر"""
534,534,با تتلو ی عکس بظار ببین مردم دیگه,"""غیرتنفر"""
535,535,امیر تتلو دوچرخه سواری می‌کنه با شما خانم قریشی یا نه چون امیر عاشق دچرخه سواری هستش,"""غیرتنفر"""
536,536,همه چی پول نیست با احساسات مردم بازی نکن اخرش چی بازی با افکارمردم که ازیوتیوب پول دار بیاری,"""غیرتنفر"""
537,537,قضاوت وقت مخصوص خداونده سرتون تو زندگی خودتون باشه نه دیگری,"""غیرتنفر"""
538,538,دوستان انقد قضاوت نکنید چارروز دیگه خدای نکرده اینم خودکشی میکنه عذاب وجدان میگیریدا,"""غیرتنفر"""
539,539,احساس میکنم شیشه زده فاز غم گرفته,"""تنفر"""
540,540,جدی جدی تتل و سحر تیک زدن دس خوش,"""غیرتنفر"""
541,541,جنسای تتلو بت میسازه خوب چت میکنی رو آتیش روزای اول مواد کشیدنت بت حال میده باز برو کباب بزن,"""تنفر"""
542,542,چ مخاین از جان سحر بدبخت و تتلو,"""غیرتنفر"""
543,543,,"""غیرتنفر"""
544,544,تویی که این کامنتو میبینی امیدوارم مادرت همیشه بخنده و شاد باشه,"""غیرتنفر"""
545,545,عنتر منترا فقط بخاطر فالوور دس به چه کارایی که نمیزنن,"""تنفر"""
546,546,سلام صبح بخیر کرکره کامنتو میدم بالا,"""غیرتنفر"""
547,547,خوشگل‌ترین دختر اینستا اومدش,"""غیرتنفر"""
548,548,آدم باید تو زندگیش یه دختر مو بلند داشته باشه,"""غیرتنفر"""
549,549,سحرتو چرا اینقدر حال بهم زنی آخه,"""تنفر"""
550,550,این سحرقریشی فقط یه جااستعداد بازیگری داره اونم شبکه برازرزانصافاچه فیلمهایی از آب در بیاد,"""تنفر"""
551,551,توی دنیای سحر و دنیا و نیلیها لیلا حاتمی باش,"""غیرتنفر"""
552,552,هرکی اومده ببینه عکس عروسی گذاشته لایک کنه,"""غیرتنفر"""
553,553,سحر این حرفایی ک الان میگن همشون راسته یا نه سحر خودت پاشو یه جوابی بده به ما خیاله مارو راحت کن غذیه چجوریاس,"""غیرتنفر"""
554,554,خداروشکر از مهدی طارمی دست کشیدی من هم غصه اونو میخوردم بچه مظلوم رو گول بزنی,"""غیرتنفر"""
555,555,این کلک‌ها قدیمی شده,"""غیرتنفر"""
556,556,خودشم دیگه فهمیده جز تتلو کسی حاضر نیست بگیرتش,"""تنفر"""
557,557,واقعا نفهمیدم تو چرا  فالور داری,"""تنفر"""
558,558,چندشت نمیشه از تتلو شب میبینی وحشت نمیکنی خیلی صورت ترسناکی داره,"""تنفر"""
559,559,خیلی تنهایی بااین که سرت شلوغه,"""غیرتنفر"""
560,560,سگ به تتلو پا نمیدهبدبخت شبا چجوری پیشش میخوابی با اون قیافه ترسناکش,"""تنفر"""
561,561,باید رید تو مملکتی که هرنمندش تو باشی,"""تنفر"""
562,562,ارزش سحر خانم همین تتلو جلفه اخه انقدر ارزون بودی,"""تنفر"""
563,563,رفتی با یه سگ رل زدی خاعک تو سرتت لیاقتت همونه,"""تنفر"""
564,564,بعدجمشیدنوبت تتلوشدبعدی قل میدم رونالدوھست ک ی تیغ توحساب اش میخوری,"""تنفر"""
565,565,میگم سحر پسر ھارو گول میزنکی ک نخواد ازت گول بخور,"""تنفر"""
566,566,جدی جدی با تتلو تیک زدی‌ها,"""غیرتنفر"""
567,567,ی پیام تسلیت استوری نکرد واسه همبازیش زهره فکورصبور این حرکتش نشون دهنده خیلی چیزاست,"""غیرتنفر"""
568,568,همش دروغه سحر نرفته پیش تتلو برا جذب فالوور میگن اینارو,"""غیرتنفر"""
569,569,جدن تو این وضو اوضاع تو و او تتلوو جلف دیگه تخم مردمم نیستین شدین ی فیلم طنز,"""تنفر"""
570,570,باپول‌های جمشید قاسم پور رفتی ترکیه,"""تنفر"""
571,571,سحر قریشی هم یک روزی به سر نوشته ازاده دچار خواهد شد سوخت و تموم شد رفت,"""تنفر"""
572,572,اما حیف تو نیس بری زن اون بشی,"""تنفر"""
573,573,خانم‌ها اقایون این همه نظرات رنگارنگ میدین خودتان ادم‌های پاکی هستین اگه بودین این وضع اقتصادو فرهنگ مون نبود ملت گوسفند مغز,"""تنفر"""
574,574,هیچ آدمی که تیک آبی داشته باشه اینو فالو نکرده,"""غیرتنفر"""
575,575,خاطره همو با تو وررق میزنم دایی چطوری,"""غیرتنفر"""
576,576,یه بازیگر مزخرف سینمای ایران,"""تنفر"""
577,577,حیف ما مردم که برای هنرمندی مثل تو هزینه کردیم که الان شما به این نقطه رسیدین و با ادمی که اصلا ماها اینو ادم حساب نمیکنیم وصلت کنین ابرو هر چی دختر ایران زمین تو با خودت بردی,"""تنفر"""
578,578,چرا قریشی‌ها رو میریزید تو تتلو‌ها,"""غیرتنفر"""
579,579,آرزوی بهترین‌ها واسه هنرمند خوبمون هر جا هستی بهترین باشی,"""غیرتنفر"""
580,580,این کیه اون کیه اینجا کجاس,"""غیرتنفر"""
581,581,با شمبول قلمیش خوب میجونبونت یا ن,"""تنفر"""
582,582,سحر فیلم سوپر تو با تتل کی میاد,"""تنفر"""
583,583,درود به شرفت به هیچ مردی نمیتونی نه بگی ایشالا از تتلو طلاق بگیری منم میام خواستگاری به امید خدا,"""تنفر"""
584,584,خبر رسید امیر تتلو با سحر قریشی تیک زدن,"""غیرتنفر"""
585,585,چقویهوفالووراش رفت بالاایناهمش فیلمه خبری نیست,"""تنفر"""
586,586,بیشعور تو با خانم فکور صبور همبازی بودی تو سریال دلنوازان و باهم تو جشن‌ها و مجالس حضور داشتید به نوعی هم صنف بودید دریغ از یه تسلیت,"""تنفر"""
587,587,این وصلت بوی ان میده,"""تنفر"""
588,588,یک مردواقعی کجاپیدامیشه که بتونی باهاش خوش باشی,"""غیرتنفر"""
589,589,چرا از تتوی جدید رو دستت عکس نمیزاری,"""غیرتنفر"""
590,590,حقیقت داره با تتلو رل زدی,"""غیرتنفر"""
591,591,ببینم چه جوری به تتلو کص میدی قشنگ قمبل کنه سوراخی بزنه برات,"""تنفر"""
592,592,مبارک زندگی خوبی در پیش داشته باشید امیر تتلو  سحر قریشی,"""غیرتنفر"""
593,593,خاک به سرت رفتی زیر تتل,"""تنفر"""
594,594,بسه دیگه تو با کی سیقه نکردی فکر کنم فقط احمد پور مخبر بوده که شما رو دست مالی نکرده,"""تنفر"""
595,595,رفتی لاک میزنی به تتل,"""غیرتنفر"""
596,596,تتلیا به سحر میگن زن داداش,"""غیرتنفر"""
597,597,به کی ندادی تو این سینما برای معروف شدن شما به گند کشیدید ورفتید واقعا خدا رحم کنه با سیزده چهارده نفر بودی سیقه ورفاقت وخونه یکی وابروی این مملکت رو بردی,"""تنفر"""
598,598,دنیا جهانبخت فقط با خواننده‌ها رل میزنهترلان پروانه فوتبالیستها ,"""تنفر"""
599,599,فقط با سجاد قریبی نبوده مهم نیست,"""تنفر"""
600,600,راسته میگن آخر شبه زبونت هفت رنگ میشه,"""تنفر"""
601,601,جای خانم وزیری رو واسه تتل پر کن,"""غیرتنفر"""
602,602,اگه واقعا اینا باهمن چرا پس پیج سحر چیزی نیست ازش,"""غیرتنفر"""
603,603,تموم شدخیلی تاثیر گزار بود,"""غیرتنفر"""
604,604,اخه واقعا به هیچی فک نکردی بچه جوون ول کن و برگردتتلو فقط بکنتت وسیر که بشه شوتت میکنه,"""تنفر"""
605,605,درضمن پول جمشید بنده خدا رو هم پس بده,"""تنفر"""
606,606,الان باید بگی خاک برسرتون اومدم ترکیه پیش امیر میخوام ازش لب بگیرم,"""غیرتنفر"""
607,607,دیشب خواب تو رو دیدم سحر جون تو خواب تو رو داشتم میکردم,"""تنفر"""
608,608,خبرت همه جا بخش شده,"""غیرتنفر"""
609,609,منقلب نشی یوقت کیر تیتلی میخوری جنده خانوم ,"""تنفر"""
610,610,با عمو تتلو هم استوری بزار,"""غیرتنفر"""
611,611,چقد خنده داره این بشر,"""غیرتنفر"""
612,612,تاج تتلو کنار قلب گذاشتی کهی میخوام باور کنم تو نیستی ک رفتی پیشش نمیشه,"""غیرتنفر"""
613,613,خوش بحالتون هر روز کیس‌های جدید رو تجربه میکنید حال میکنیدا,"""غیرتنفر"""
614,614,اینا  میلیون فالوور نیستن  میلیون احمق هستن نادان هایی که مغز ندارن متاسفانه,"""تنفر"""
615,615,یه کلیپ دیدم فهمیدم خودتی کلک خیلی کلکی,"""غیرتنفر"""
616,616,تنوع در زندگی رو هرکس رعایت کنه پیر نمیشه,"""غیرتنفر"""
617,617,استوری هارو بزار با تتلو,"""غیرتنفر"""
618,618,سحر شما بازیگر خوب ایران هم خوشبخت بودی نمیخواست بری ترکیه,"""غیرتنفر"""
619,619,من میدونم مهدی طارمی ازدواج کنه تو خودتو میکشی مثل زهره فکور که به خاطر شهاب مظفری خودشو کشت پتانسیلشو داری,"""تنفر"""
620,620,پولا جمشید بالا کشیدی رفتی خرج تتلو کنی خیلی بیشعوری جمشید مرد خوبی بود,"""تنفر"""
621,621,سحرتتلووقتی بکونتت دیگه ولت می‌کنه قول می‌دم تاماه دوام نمی‌یاره رابطت,"""تنفر"""
622,622,بزن لایک و هر کی میگه عروسیه سحر با تتلو نزدیکه,"""غیرتنفر"""
623,623,علامت یعنی طرف ایدز داره تو خارج کسایی ک ایدز دارن از روی ماشینا استفاده میکنن ک اگه تصادف کردن تو بیمارستان بدونن,"""غیرتنفر"""
624,624,طرفداربازیات بودم اعتبارت رفت متاسفم برات با چهارتا دهه دی ازت فیلم میگیره میگی سوختم خجالت میکشی واقعا اونجا جایگاه یک بازیگر برند هست کذفتی,"""غیرتنفر"""
625,625,ای سحر قریشی د گیج زغالیا حونه تتلو چی میها بیا خرم اباد تا یه گونی زغال بلیبلوطدرجه یک بیم وت خوارم,"""تنفر"""
626,626,واقعا چه فکری تو اون کلته با یه معتاد بی سروپا رل میزنی و,"""تنفر"""
627,627,نیای ایران از همون ور برو ولایتت افغانستان برادران طالبانیت منتظرتن,"""تنفر"""
628,628,حد اقل به جمشید قاسم پور رحم میکردی آوارش کردی بدبختو,"""تنفر"""
629,629,خاک تو سر اسکلت کنم,"""تنفر"""
630,630,واقعا اگه رفتی با تتلو متاسفم برات دختر,"""تنفر"""
631,631,تتلو و سحر و طارمی چخبره,"""غیرتنفر"""
632,632,چه خبر از تتلو باهم خوبین مواظب تتلو باش,"""غیرتنفر"""
633,633,از این خوشم میاد که شعار الکی نمیدی همینکه کامنت پیج بازه یعنی راست میگی حرف مردم برات اهمیتی نداره این آفرین دارد,"""غیرتنفر"""
634,634,با تتلو کی ازدواج میکنی,"""غیرتنفر"""
635,635,دلم از همه آدما گرفته,"""غیرتنفر"""
636,636,اخر چه شد با تتلو هستی یا,"""غیرتنفر"""
637,637,راسته که با تتلو رابطه داری,"""غیرتنفر"""
638,638,تتلو توشو خیس کرد به سلامتی سحر جون,"""تنفر"""
639,639,حاجی تو چرا باید  میلیون فالور داشته باشی چی داری اخه,"""تنفر"""
640,640,و انقد نئشه که دهن نتونه وا شه,"""تنفر"""
641,641,پدر سگ بیا پولا جمشید رو بده,"""تنفر"""
642,642,نگاش کن این حرومی رو پولای جمشید خرمالو رو برداشته رفته با تتلو عشق و حال,"""تنفر"""
643,643,لطفا اگه میخونی یه کاری کن تتلو ام بتونه پیجشو پس بگیره ممتوع التصویریش رفع شه از اینستا,"""غیرتنفر"""
644,644,شنیدم با تتلو می‌پری,"""غیرتنفر"""
645,645,خاک بر سر اون ده میلیونی که تو رو فالو کردن,"""تنفر"""
646,646,به به چه زوجی بشن اینا,"""غیرتنفر"""
647,647,امیر تتلو در حد این نیست که حتی بتونه کفشهای سحر قریشی رو تمیز کنه چ برسه شوهرش بشه چرا انقد تهمت میرنن ب این سحر قریشی بدبخت آخه اون کجاش شبیه‌ی مرده ولله مرد ک بماند شبیه هیچ جونوری هم نیست,"""تنفر"""
648,648,خدا وکیلی اسم تو رو میشه گذاشت بازیگر قیافت به هرچی میخوره به جز بازیگر,"""تنفر"""
